filename,width,height,class,xmin,ymin,xmax,ymax
JENGA_LIVINGROOM_B_H_frame_1737.jpg,1280,720,hand,392,526,537,719
JENGA_OFFICE_H_T_frame_0613.jpg,1280,720,hand,357,597,585,713
JENGA_OFFICE_H_T_frame_0613.jpg,1280,720,hand,543,233,731,441
CARDS_OFFICE_B_S_frame_1642.jpg,1280,720,hand,584,663,683,718
CARDS_OFFICE_B_S_frame_1642.jpg,1280,720,hand,637,387,786,511
CARDS_OFFICE_B_S_frame_1642.jpg,1280,720,hand,477,312,576,409
PUZZLE_COURTYARD_S_B_frame_0983.jpg,1280,720,hand,618,593,947,716
PUZZLE_COURTYARD_S_B_frame_0983.jpg,1280,720,hand,626,204,790,396
PUZZLE_COURTYARD_S_B_frame_0983.jpg,1280,720,hand,32,245,303,563
CARDS_OFFICE_S_B_frame_1509.jpg,1280,720,hand,621,353,749,475
CARDS_OFFICE_S_B_frame_1509.jpg,1280,720,hand,335,301,459,428
JENGA_OFFICE_T_H_frame_2156.jpg,1280,720,hand,27,487,326,717
JENGA_OFFICE_T_H_frame_2156.jpg,1280,720,hand,714,679,811,719
JENGA_OFFICE_T_H_frame_2156.jpg,1280,720,hand,591,446,721,573
JENGA_OFFICE_T_H_frame_2156.jpg,1280,720,hand,348,202,497,330
PUZZLE_COURTYARD_S_B_frame_1694.jpg,1280,720,hand,601,561,893,717
PUZZLE_COURTYARD_S_B_frame_1694.jpg,1280,720,hand,377,292,608,598
PUZZLE_COURTYARD_S_B_frame_1694.jpg,1280,720,hand,40,588,400,718
PUZZLE_COURTYARD_H_T_frame_2226.jpg,1280,720,hand,261,469,560,651
PUZZLE_COURTYARD_H_T_frame_2226.jpg,1280,720,hand,725,413,907,679
PUZZLE_COURTYARD_H_T_frame_2226.jpg,1280,720,hand,321,337,568,449
PUZZLE_COURTYARD_H_T_frame_2226.jpg,1280,720,hand,130,281,296,452
PUZZLE_LIVINGROOM_S_H_frame_2664.jpg,1280,720,hand,1,279,457,642
PUZZLE_LIVINGROOM_S_H_frame_2664.jpg,1280,720,hand,597,676,736,713
PUZZLE_LIVINGROOM_S_H_frame_2664.jpg,1280,720,hand,205,674,363,718
CARDS_OFFICE_B_S_frame_0907.jpg,1280,720,hand,321,673,386,718
CARDS_OFFICE_B_S_frame_0907.jpg,1280,720,hand,722,574,883,714
CARDS_OFFICE_B_S_frame_0907.jpg,1280,720,hand,668,300,777,395
CARDS_OFFICE_B_S_frame_0907.jpg,1280,720,hand,538,289,650,387
PUZZLE_COURTYARD_H_T_frame_1782.jpg,1280,720,hand,645,502,891,710
PUZZLE_COURTYARD_H_T_frame_1782.jpg,1280,720,hand,370,311,565,473
PUZZLE_COURTYARD_H_T_frame_1782.jpg,1280,720,hand,48,285,228,450
CHESS_COURTYARD_T_B_frame_0591.jpg,1280,720,hand,42,677,282,718
CHESS_COURTYARD_T_B_frame_0591.jpg,1280,720,hand,315,700,497,718
CHESS_COURTYARD_T_B_frame_0591.jpg,1280,720,hand,585,214,734,336
CHESS_COURTYARD_T_B_frame_0591.jpg,1280,720,hand,390,172,575,448
CHESS_COURTYARD_S_H_frame_2248.jpg,1280,720,hand,3,336,418,717
CHESS_COURTYARD_S_H_frame_2248.jpg,1280,720,hand,565,366,922,717
CHESS_COURTYARD_S_H_frame_2071.jpg,1280,720,hand,412,150,591,267
CHESS_COURTYARD_S_H_frame_2071.jpg,1280,720,hand,49,11,294,222
JENGA_COURTYARD_H_B_frame_0300.jpg,1280,720,hand,601,320,885,701
JENGA_COURTYARD_H_B_frame_0300.jpg,1280,720,hand,713,345,800,394
JENGA_COURTYARD_H_B_frame_0300.jpg,1280,720,hand,433,358,505,502
CHESS_COURTYARD_T_B_frame_1223.jpg,1280,720,hand,18,648,280,718
CHESS_COURTYARD_T_B_frame_1223.jpg,1280,720,hand,737,175,898,296
CHESS_COURTYARD_T_B_frame_1223.jpg,1280,720,hand,222,171,432,415
CARDS_COURTYARD_H_S_frame_1024.jpg,1280,720,hand,304,674,506,719
CARDS_COURTYARD_H_S_frame_1024.jpg,1280,720,hand,752,674,849,719
CARDS_COURTYARD_H_S_frame_1024.jpg,1280,720,hand,632,240,760,356
CARDS_COURTYARD_H_S_frame_1024.jpg,1280,720,hand,410,317,525,400
CARDS_LIVINGROOM_S_H_frame_2213.jpg,1280,720,hand,226,589,522,718
CARDS_LIVINGROOM_S_H_frame_2213.jpg,1280,720,hand,575,583,859,718
CARDS_LIVINGROOM_S_H_frame_2213.jpg,1280,720,hand,624,201,819,322
CARDS_LIVINGROOM_S_H_frame_2213.jpg,1280,720,hand,393,163,611,303
CARDS_OFFICE_S_B_frame_1484.jpg,1280,720,hand,597,334,737,441
CARDS_OFFICE_S_B_frame_1484.jpg,1280,720,hand,461,425,682,626
PUZZLE_LIVINGROOM_S_H_frame_2028.jpg,1280,720,hand,355,104,508,226
PUZZLE_LIVINGROOM_S_H_frame_2028.jpg,1280,720,hand,1,38,177,176
JENGA_LIVINGROOM_S_T_frame_0490.jpg,1280,720,hand,493,142,929,457
JENGA_LIVINGROOM_S_T_frame_0490.jpg,1280,720,hand,639,523,885,682
JENGA_LIVINGROOM_S_T_frame_0490.jpg,1280,720,hand,228,549,448,718
CARDS_OFFICE_H_T_frame_0634.jpg,1280,720,hand,196,510,508,718
CARDS_OFFICE_H_T_frame_0634.jpg,1280,720,hand,594,541,882,718
CARDS_OFFICE_H_T_frame_0634.jpg,1280,720,hand,539,144,675,216
CARDS_OFFICE_H_T_frame_0634.jpg,1280,720,hand,380,146,512,231
PUZZLE_COURTYARD_T_H_frame_1425.jpg,1280,720,hand,1,502,330,718
PUZZLE_COURTYARD_T_H_frame_1425.jpg,1280,720,hand,577,436,972,718
CARDS_LIVINGROOM_H_S_frame_0460.jpg,1280,720,hand,720,665,911,719
CARDS_LIVINGROOM_H_S_frame_0460.jpg,1280,720,hand,705,318,877,464
CARDS_LIVINGROOM_H_S_frame_0460.jpg,1280,720,hand,503,286,671,445
CHESS_COURTYARD_S_H_frame_0575.jpg,1280,720,hand,591,588,1019,718
CHESS_COURTYARD_S_H_frame_0575.jpg,1280,720,hand,317,91,494,229
CHESS_COURTYARD_S_H_frame_0575.jpg,1280,720,hand,89,91,303,241
CARDS_OFFICE_T_H_frame_1431.jpg,1280,720,hand,412,698,429,717
CARDS_OFFICE_T_H_frame_1431.jpg,1280,720,hand,624,611,823,719
CARDS_OFFICE_T_H_frame_1431.jpg,1280,720,hand,722,255,855,338
CARDS_OFFICE_T_H_frame_1431.jpg,1280,720,hand,520,81,637,200
CHESS_COURTYARD_B_T_frame_2589.jpg,1280,720,hand,1046,705,1188,718
CHESS_COURTYARD_B_T_frame_2589.jpg,1280,720,hand,741,325,883,444
CHESS_COURTYARD_B_T_frame_2589.jpg,1280,720,hand,447,299,630,508
PUZZLE_COURTYARD_H_T_frame_1519.jpg,1280,720,hand,228,556,528,717
PUZZLE_COURTYARD_H_T_frame_1519.jpg,1280,720,hand,725,540,996,716
PUZZLE_COURTYARD_H_T_frame_1519.jpg,1280,720,hand,583,322,788,501
PUZZLE_COURTYARD_H_T_frame_1519.jpg,1280,720,hand,204,325,373,534
JENGA_LIVINGROOM_H_B_frame_0880.jpg,1280,720,hand,625,386,792,528
JENGA_LIVINGROOM_H_B_frame_0880.jpg,1280,720,hand,327,400,456,549
PUZZLE_OFFICE_H_B_frame_0012.jpg,1280,720,hand,387,645,594,716
PUZZLE_OFFICE_H_B_frame_0012.jpg,1280,720,hand,768,480,940,655
PUZZLE_OFFICE_H_B_frame_0012.jpg,1280,720,hand,549,365,757,524
PUZZLE_OFFICE_H_B_frame_0012.jpg,1280,720,hand,218,361,389,542
PUZZLE_OFFICE_T_S_frame_0696.jpg,1280,720,hand,14,326,413,660
PUZZLE_OFFICE_T_S_frame_0696.jpg,1280,720,hand,503,340,836,698
PUZZLE_OFFICE_T_S_frame_0696.jpg,1280,720,hand,929,22,1076,169
PUZZLE_OFFICE_T_S_frame_0696.jpg,1280,720,hand,535,2,735,97
JENGA_LIVINGROOM_B_H_frame_1351.jpg,1280,720,hand,5,567,387,716
JENGA_LIVINGROOM_B_H_frame_1351.jpg,1280,720,hand,764,528,1018,716
JENGA_LIVINGROOM_B_H_frame_1351.jpg,1280,720,hand,722,232,902,452
JENGA_LIVINGROOM_B_H_frame_1351.jpg,1280,720,hand,304,197,491,379
CARDS_OFFICE_T_H_frame_1826.jpg,1280,720,hand,164,558,472,719
CARDS_OFFICE_T_H_frame_1826.jpg,1280,720,hand,520,514,792,719
CARDS_OFFICE_T_H_frame_1826.jpg,1280,720,hand,565,69,719,160
CARDS_OFFICE_T_H_frame_1826.jpg,1280,720,hand,404,3,569,124
PUZZLE_COURTYARD_B_S_frame_1566.jpg,1280,720,hand,179,560,413,719
PUZZLE_COURTYARD_B_S_frame_1566.jpg,1280,720,hand,908,687,1098,718
PUZZLE_COURTYARD_B_S_frame_1566.jpg,1280,720,hand,897,311,1098,510
PUZZLE_COURTYARD_B_S_frame_1566.jpg,1280,720,hand,314,226,463,386
CARDS_OFFICE_B_S_frame_1063.jpg,1280,720,hand,352,598,515,718
CARDS_OFFICE_B_S_frame_1063.jpg,1280,720,hand,596,640,799,718
CARDS_OFFICE_B_S_frame_1063.jpg,1280,720,hand,693,193,824,304
CARDS_OFFICE_B_S_frame_1063.jpg,1280,720,hand,544,237,671,318
PUZZLE_OFFICE_B_H_frame_1858.jpg,1280,720,hand,187,674,423,716
PUZZLE_OFFICE_B_H_frame_1858.jpg,1280,720,hand,774,698,895,717
PUZZLE_OFFICE_B_H_frame_1858.jpg,1280,720,hand,391,253,615,486
PUZZLE_OFFICE_B_H_frame_1858.jpg,1280,720,hand,83,278,283,523
JENGA_LIVINGROOM_T_S_frame_1273.jpg,1280,720,hand,79,513,417,719
JENGA_LIVINGROOM_T_S_frame_1273.jpg,1280,720,hand,579,474,943,715
JENGA_LIVINGROOM_T_S_frame_1273.jpg,1280,720,hand,614,408,792,523
JENGA_LIVINGROOM_T_S_frame_1273.jpg,1280,720,hand,302,414,356,501
CHESS_COURTYARD_B_T_frame_1967.jpg,1280,720,hand,853,344,1130,572
CHESS_COURTYARD_B_T_frame_1967.jpg,1280,720,hand,728,351,861,466
CHESS_COURTYARD_B_T_frame_1967.jpg,1280,720,hand,556,336,728,442
CARDS_LIVINGROOM_B_T_frame_0350.jpg,1280,720,hand,173,657,478,718
CARDS_LIVINGROOM_B_T_frame_0350.jpg,1280,720,hand,624,640,925,718
CARDS_LIVINGROOM_B_T_frame_0350.jpg,1280,720,hand,766,352,1001,487
CARDS_LIVINGROOM_B_T_frame_0350.jpg,1280,720,hand,541,347,760,487
CARDS_OFFICE_H_T_frame_0572.jpg,1280,720,hand,135,532,442,718
CARDS_OFFICE_H_T_frame_0572.jpg,1280,720,hand,548,468,914,716
CARDS_OFFICE_H_T_frame_0572.jpg,1280,720,hand,558,63,698,148
CARDS_OFFICE_H_T_frame_0572.jpg,1280,720,hand,406,34,544,137
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,586,553,811,718
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,669,286,808,417
JENGA_COURTYARD_H_B_frame_0993.jpg,1280,720,hand,296,2,497,125
CARDS_LIVINGROOM_H_S_frame_1606.jpg,1280,720,hand,285,666,375,719
CARDS_LIVINGROOM_H_S_frame_1606.jpg,1280,720,hand,685,539,919,719
CARDS_LIVINGROOM_H_S_frame_1606.jpg,1280,720,hand,748,388,918,505
CARDS_LIVINGROOM_H_S_frame_1606.jpg,1280,720,hand,573,388,737,519
PUZZLE_COURTYARD_S_B_frame_0372.jpg,1280,720,hand,2,18,123,216
CHESS_COURTYARD_B_T_frame_1741.jpg,1280,720,hand,716,441,947,622
CHESS_COURTYARD_B_T_frame_1741.jpg,1280,720,hand,753,347,903,457
CHESS_COURTYARD_B_T_frame_1741.jpg,1280,720,hand,560,333,737,448
JENGA_COURTYARD_B_H_frame_1162.jpg,1280,720,hand,741,677,891,719
JENGA_COURTYARD_B_H_frame_1162.jpg,1280,720,hand,673,414,746,520
JENGA_COURTYARD_B_H_frame_1162.jpg,1280,720,hand,639,120,823,342
CARDS_OFFICE_H_T_frame_1159.jpg,1280,720,hand,274,633,357,714
CARDS_OFFICE_H_T_frame_1159.jpg,1280,720,hand,707,472,1006,718
CARDS_OFFICE_H_T_frame_1159.jpg,1280,720,hand,584,210,719,290
CARDS_OFFICE_H_T_frame_1159.jpg,1280,720,hand,444,135,603,237
JENGA_OFFICE_T_H_frame_0392.jpg,1280,720,hand,600,167,895,350
JENGA_OFFICE_T_H_frame_0392.jpg,1280,720,hand,615,522,663,634
JENGA_OFFICE_T_H_frame_0392.jpg,1280,720,hand,361,548,462,668
PUZZLE_OFFICE_H_B_frame_1857.jpg,1280,720,hand,298,569,602,717
PUZZLE_OFFICE_H_B_frame_1857.jpg,1280,720,hand,690,494,911,677
PUZZLE_OFFICE_H_B_frame_1857.jpg,1280,720,hand,555,300,775,457
PUZZLE_OFFICE_H_B_frame_1857.jpg,1280,720,hand,268,282,451,444
JENGA_LIVINGROOM_H_B_frame_1574.jpg,1280,720,hand,672,420,893,580
JENGA_LIVINGROOM_H_B_frame_1574.jpg,1280,720,hand,214,440,357,602
CARDS_COURTYARD_T_B_frame_0638.jpg,1280,720,hand,127,597,439,718
CARDS_COURTYARD_T_B_frame_0638.jpg,1280,720,hand,527,555,844,718
CARDS_COURTYARD_T_B_frame_0638.jpg,1280,720,hand,576,161,737,260
CARDS_COURTYARD_T_B_frame_0638.jpg,1280,720,hand,340,144,493,288
CHESS_LIVINGROOM_T_H_frame_1963.jpg,1280,720,hand,642,15,1112,299
CHESS_LIVINGROOM_T_H_frame_1963.jpg,1280,720,hand,706,306,865,484
CHESS_LIVINGROOM_T_H_frame_1963.jpg,1280,720,hand,1,317,17,359
JENGA_OFFICE_S_B_frame_1780.jpg,1280,720,hand,55,377,347,696
JENGA_OFFICE_S_B_frame_1780.jpg,1280,720,hand,689,153,1005,533
JENGA_OFFICE_S_B_frame_1780.jpg,1280,720,hand,538,278,673,420
CARDS_OFFICE_S_B_frame_1821.jpg,1280,720,hand,282,580,527,716
CARDS_OFFICE_S_B_frame_1821.jpg,1280,720,hand,453,312,650,435
CARDS_OFFICE_S_B_frame_1821.jpg,1280,720,hand,325,332,465,446
PUZZLE_COURTYARD_S_B_frame_0447.jpg,1280,720,hand,84,697,226,714
PUZZLE_COURTYARD_S_B_frame_0447.jpg,1280,720,hand,404,16,630,255
PUZZLE_COURTYARD_S_B_frame_0447.jpg,1280,720,hand,30,72,275,362
PUZZLE_LIVINGROOM_B_T_frame_1382.jpg,1280,720,hand,4,504,477,719
PUZZLE_LIVINGROOM_B_T_frame_1382.jpg,1280,720,hand,526,536,1163,717
PUZZLE_LIVINGROOM_B_T_frame_1382.jpg,1280,720,hand,493,172,712,308
PUZZLE_LIVINGROOM_B_T_frame_1382.jpg,1280,720,hand,299,149,488,305
CHESS_COURTYARD_B_T_frame_2603.jpg,1280,720,hand,1046,691,1204,717
CHESS_COURTYARD_B_T_frame_2603.jpg,1280,720,hand,740,324,889,437
CHESS_COURTYARD_B_T_frame_2603.jpg,1280,720,hand,469,300,634,514
CARDS_OFFICE_B_S_frame_1457.jpg,1280,720,hand,321,700,345,717
CARDS_OFFICE_B_S_frame_1457.jpg,1280,720,hand,547,309,672,417
CARDS_OFFICE_B_S_frame_1457.jpg,1280,720,hand,419,320,542,421
CHESS_OFFICE_S_B_frame_0614.jpg,1280,720,hand,653,65,855,206
CHESS_OFFICE_S_B_frame_0614.jpg,1280,720,hand,316,3,550,226
JENGA_OFFICE_B_S_frame_0205.jpg,1280,720,hand,561,314,861,541
PUZZLE_LIVINGROOM_S_H_frame_0835.jpg,1280,720,hand,5,468,567,712
PUZZLE_LIVINGROOM_S_H_frame_0835.jpg,1280,720,hand,599,614,900,718
PUZZLE_LIVINGROOM_S_H_frame_0835.jpg,1280,720,hand,1247,6,1279,135
PUZZLE_OFFICE_H_B_frame_1591.jpg,1280,720,hand,831,596,1012,714
PUZZLE_OFFICE_H_B_frame_1591.jpg,1280,720,hand,291,336,507,463
PUZZLE_OFFICE_H_B_frame_1591.jpg,1280,720,hand,37,315,192,481
PUZZLE_OFFICE_H_B_frame_1472.jpg,1280,720,hand,305,652,560,718
PUZZLE_OFFICE_H_B_frame_1472.jpg,1280,720,hand,812,587,1038,716
PUZZLE_OFFICE_H_B_frame_1472.jpg,1280,720,hand,368,202,598,326
PUZZLE_OFFICE_H_B_frame_1472.jpg,1280,720,hand,47,226,209,403
JENGA_OFFICE_B_S_frame_2041.jpg,1280,720,hand,308,157,753,556
JENGA_OFFICE_B_S_frame_2041.jpg,1280,720,hand,486,449,567,548
CARDS_OFFICE_H_T_frame_1817.jpg,1280,720,hand,607,515,1101,710
CARDS_OFFICE_H_T_frame_1817.jpg,1280,720,hand,605,241,745,341
CARDS_OFFICE_H_T_frame_1817.jpg,1280,720,hand,455,265,582,352
JENGA_OFFICE_H_T_frame_2221.jpg,1280,720,hand,628,44,835,261
JENGA_OFFICE_H_T_frame_2221.jpg,1280,720,hand,285,421,454,611
CARDS_COURTYARD_B_T_frame_1164.jpg,1280,720,hand,645,436,779,573
CARDS_COURTYARD_B_T_frame_1164.jpg,1280,720,hand,447,386,637,530
CHESS_LIVINGROOM_H_T_frame_0422.jpg,1280,720,hand,1,542,241,714
CHESS_LIVINGROOM_H_T_frame_0422.jpg,1280,720,hand,1065,551,1279,718
CHESS_LIVINGROOM_H_T_frame_0422.jpg,1280,720,hand,658,121,936,402
CHESS_LIVINGROOM_H_T_frame_0422.jpg,1280,720,hand,404,248,588,373
CARDS_LIVINGROOM_T_B_frame_1446.jpg,1280,720,hand,4,637,362,719
CARDS_LIVINGROOM_T_B_frame_1446.jpg,1280,720,hand,638,597,915,719
CARDS_LIVINGROOM_T_B_frame_1446.jpg,1280,720,hand,767,282,991,435
CARDS_LIVINGROOM_T_B_frame_1446.jpg,1280,720,hand,482,250,724,441
JENGA_COURTYARD_T_S_frame_1744.jpg,1280,720,hand,105,309,435,547
JENGA_COURTYARD_T_S_frame_1744.jpg,1280,720,hand,637,462,862,717
JENGA_COURTYARD_T_S_frame_1744.jpg,1280,720,hand,484,222,733,357
JENGA_COURTYARD_T_S_frame_1744.jpg,1280,720,hand,254,198,466,344
CHESS_LIVINGROOM_B_S_frame_1966.jpg,1280,720,hand,647,371,1018,586
CHESS_LIVINGROOM_B_S_frame_1966.jpg,1280,720,hand,16,423,282,687
CHESS_OFFICE_B_S_frame_0342.jpg,1280,720,hand,705,217,886,308
CHESS_OFFICE_B_S_frame_0342.jpg,1280,720,hand,360,204,527,433
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,172,520,440,719
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,517,313,881,583
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,566,200,712,304
CARDS_COURTYARD_H_S_frame_2387.jpg,1280,720,hand,428,217,552,336
CHESS_OFFICE_S_B_frame_0101.jpg,1280,720,hand,392,192,541,312
CHESS_OFFICE_S_B_frame_0101.jpg,1280,720,hand,254,256,521,490
CHESS_LIVINGROOM_S_B_frame_0858.jpg,1280,720,hand,526,417,1106,718
CHESS_LIVINGROOM_S_B_frame_0858.jpg,1280,720,hand,521,209,753,341
CHESS_LIVINGROOM_S_B_frame_0858.jpg,1280,720,hand,282,167,548,325
CHESS_LIVINGROOM_H_T_frame_1812.jpg,1280,720,hand,1,629,183,716
CHESS_LIVINGROOM_H_T_frame_1812.jpg,1280,720,hand,993,549,1279,718
CHESS_LIVINGROOM_H_T_frame_1812.jpg,1280,720,hand,834,360,1027,566
CHESS_LIVINGROOM_H_T_frame_1812.jpg,1280,720,hand,145,231,355,472
JENGA_COURTYARD_H_B_frame_2616.jpg,1280,720,hand,643,303,785,472
JENGA_LIVINGROOM_T_S_frame_2660.jpg,1280,720,hand,17,316,368,656
JENGA_LIVINGROOM_T_S_frame_2660.jpg,1280,720,hand,509,293,874,634
JENGA_LIVINGROOM_T_S_frame_2660.jpg,1280,720,hand,632,621,869,718
JENGA_LIVINGROOM_T_S_frame_2660.jpg,1280,720,hand,266,574,394,715
JENGA_OFFICE_S_B_frame_0115.jpg,1280,720,hand,743,401,926,570
JENGA_OFFICE_S_B_frame_0115.jpg,1280,720,hand,416,298,604,503
CHESS_COURTYARD_H_S_frame_0787.jpg,1280,720,hand,445,392,614,475
CHESS_COURTYARD_H_S_frame_0787.jpg,1280,720,hand,463,209,641,321
JENGA_COURTYARD_H_B_frame_1730.jpg,1280,720,hand,370,161,544,487
JENGA_COURTYARD_H_B_frame_1730.jpg,1280,720,hand,597,104,813,506
JENGA_COURTYARD_H_B_frame_1730.jpg,1280,720,hand,800,326,931,555
PUZZLE_OFFICE_B_H_frame_0909.jpg,1280,720,hand,939,265,1271,546
PUZZLE_OFFICE_B_H_frame_0909.jpg,1280,720,hand,300,153,509,337
PUZZLE_OFFICE_B_H_frame_0909.jpg,1280,720,hand,79,190,270,378
PUZZLE_OFFICE_S_T_frame_0574.jpg,1280,720,hand,76,535,412,717
PUZZLE_OFFICE_S_T_frame_0574.jpg,1280,720,hand,539,524,786,716
PUZZLE_OFFICE_S_T_frame_0574.jpg,1280,720,hand,920,227,1192,388
PUZZLE_OFFICE_S_T_frame_0574.jpg,1280,720,hand,728,188,902,329
JENGA_COURTYARD_B_H_frame_1627.jpg,1280,720,hand,364,656,554,718
JENGA_COURTYARD_B_H_frame_1627.jpg,1280,720,hand,773,645,951,718
JENGA_COURTYARD_B_H_frame_1627.jpg,1280,720,hand,732,367,794,470
JENGA_COURTYARD_B_H_frame_1627.jpg,1280,720,hand,381,222,520,424
JENGA_OFFICE_S_B_frame_0193.jpg,1280,720,hand,667,278,860,456
JENGA_OFFICE_S_B_frame_0193.jpg,1280,720,hand,253,241,464,441
CHESS_LIVINGROOM_S_B_frame_0842.jpg,1280,720,hand,601,502,1126,718
CHESS_LIVINGROOM_S_B_frame_0842.jpg,1280,720,hand,511,205,740,341
CHESS_LIVINGROOM_S_B_frame_0842.jpg,1280,720,hand,262,172,528,324
PUZZLE_LIVINGROOM_S_H_frame_0381.jpg,1280,720,hand,162,640,516,718
PUZZLE_LIVINGROOM_S_H_frame_0381.jpg,1280,720,hand,1042,318,1268,665
PUZZLE_LIVINGROOM_S_H_frame_0381.jpg,1280,720,hand,618,131,821,347
PUZZLE_OFFICE_H_B_frame_1820.jpg,1280,720,hand,338,652,484,715
PUZZLE_OFFICE_H_B_frame_1820.jpg,1280,720,hand,722,490,938,706
PUZZLE_OFFICE_H_B_frame_1820.jpg,1280,720,hand,623,283,821,424
PUZZLE_OFFICE_H_B_frame_1820.jpg,1280,720,hand,400,242,575,436
CARDS_LIVINGROOM_S_H_frame_0322.jpg,1280,720,hand,395,697,459,716
CARDS_LIVINGROOM_S_H_frame_0322.jpg,1280,720,hand,571,638,813,716
CARDS_LIVINGROOM_S_H_frame_0322.jpg,1280,720,hand,512,222,741,322
CARDS_LIVINGROOM_S_H_frame_0322.jpg,1280,720,hand,304,212,499,328
CHESS_COURTYARD_B_T_frame_0150.jpg,1280,720,hand,641,321,773,432
CHESS_COURTYARD_B_T_frame_0150.jpg,1280,720,hand,518,338,717,503
PUZZLE_COURTYARD_T_H_frame_1041.jpg,1280,720,hand,1,417,404,718
PUZZLE_COURTYARD_T_H_frame_1041.jpg,1280,720,hand,425,241,868,606
CHESS_OFFICE_S_B_frame_0114.jpg,1280,720,hand,406,162,557,274
CHESS_OFFICE_S_B_frame_0114.jpg,1280,720,hand,325,270,577,496
CHESS_OFFICE_S_B_frame_2600.jpg,1280,720,hand,659,118,873,296
CHESS_OFFICE_S_B_frame_2600.jpg,1280,720,hand,161,6,531,389
JENGA_COURTYARD_S_T_frame_0582.jpg,1280,720,hand,175,271,560,510
JENGA_COURTYARD_S_T_frame_0582.jpg,1280,720,hand,506,311,877,717
JENGA_COURTYARD_S_T_frame_0582.jpg,1280,720,hand,423,498,510,629
PUZZLE_OFFICE_B_H_frame_0044.jpg,1280,720,hand,258,697,356,719
PUZZLE_OFFICE_B_H_frame_0044.jpg,1280,720,hand,835,87,1014,275
PUZZLE_OFFICE_B_H_frame_0044.jpg,1280,720,hand,455,147,608,353
CHESS_OFFICE_S_B_frame_2535.jpg,1280,720,hand,648,163,848,327
CHESS_OFFICE_S_B_frame_2535.jpg,1280,720,hand,297,49,533,293
PUZZLE_LIVINGROOM_H_S_frame_1072.jpg,1280,720,hand,81,534,431,713
PUZZLE_LIVINGROOM_H_S_frame_1072.jpg,1280,720,hand,508,538,814,712
